CombinedScore,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
7.312499999999999,69,5,9,3,1,9,yes,yes,yes,python,hacking,no,no,poor,poor,cloud computing,developer,higherstudies,SAaS services,no,yes,Biographies,salary,no,gentle,Technical,salary,hard worker,no,no,Software Quality Assurance (QA) / Testing
8.2375,62,7,7,0,3,9,yes,no,yes,shell programming,system designing,no,no,excellent,excellent,cloud computing,Business process analyst,job,SAaS services,yes,no,Art,Work,no,stubborn,Management,work,hard worker,no,no,Business Systems Analyst
7.637499999999999,91,6,2,2,6,6,no,no,yes,r programming,data science,no,no,poor,medium,hacking,testing,job,BPA,no,yes,Fantasy,salary,no,gentle,Management,salary,hard worker,no,yes,Technical Engineer
7.025,66,11,7,4,3,5,no,yes,yes,hadoop,web technologies,no,yes,medium,excellent,Computer Architecture,system developer,job,SAaS services,no,no,Poetry,Work,yes,gentle,Technical,salary,hard worker,yes,yes,Technical Support
7.5625,84,12,3,5,5,9,no,no,no,hadoop,database security,no,yes,medium,medium,Computer Architecture,cloud computing,job,Finance,no,no,Romance,Work,yes,gentle,Technical,work,smart worker,yes,no,Information Technology Auditor
7.8625,82,5,9,2,6,6,yes,yes,no,information security,web technologies,no,yes,excellent,medium,parallel computing,system developer,job,Web Services,no,yes,Trilogy,Work,yes,gentle,Technical,work,hard worker,yes,yes,Network Security Administrator
7.424999999999999,80,7,1,6,6,8,no,yes,yes,hadoop,hacking,no,no,poor,excellent,networks,system developer,job,Service Based,yes,yes,Encyclopedias,salary,no,gentle,Management,salary,smart worker,yes,no,Information Technology Manager
7.925000000000001,70,7,4,0,3,1,no,no,no,shell programming,testing,yes,yes,excellent,medium,cloud computing,system developer,higherstudies,Cloud Services,no,no,Guide,salary,no,gentle,Management,work,hard worker,no,no,Web Developer
7.4125,73,7,7,2,8,6,yes,yes,yes,r programming,web technologies,yes,yes,poor,excellent,networks,cloud computing,higherstudies,SAaS services,no,yes,Self help,salary,yes,gentle,Technical,salary,hard worker,no,no,Business Systems Analyst
7.0625,62,9,6,0,2,1,no,no,no,distro making,game development,yes,no,excellent,poor,Management,Business process analyst,job,Sales and Marketing,yes,no,Mystery,Work,no,stubborn,Technical,work,smart worker,yes,no,Systems Analyst
7.15,76,7,5,2,5,4,yes,no,no,information security,database security,no,no,medium,excellent,hacking,system developer,job,Product based,yes,no,Horror,Work,no,gentle,Technical,work,smart worker,no,yes,Web Developer
8.212499999999999,81,7,7,0,8,8,yes,no,yes,machine learning,database security,yes,yes,poor,medium,Software Engineering,system developer,job,Finance,yes,no,Self help,salary,yes,gentle,Management,salary,smart worker,no,no,Solutions Architect
7.324999999999999,65,9,3,6,1,2,no,no,yes,information security,data science,no,no,medium,excellent,cloud computing,Business process analyst,job,Product based,no,no,Guide,Work,no,stubborn,Technical,salary,smart worker,no,yes,UX Designer
7.4375,64,8,7,6,3,6,no,yes,yes,full stack,hacking,no,yes,excellent,medium,programming,developer,job,Web Services,no,no,Biographies,Work,no,stubborn,Technical,work,smart worker,yes,no,Network Engineer
8.3375,84,6,2,3,9,1,yes,no,yes,information security,testing,yes,yes,excellent,poor,data engineering,Business process analyst,job,product development,yes,yes,Travel,salary,yes,stubborn,Technical,work,smart worker,no,no,Applications Developer
8.3125,63,7,8,5,1,4,no,yes,yes,app development,cloud computing,yes,no,excellent,excellent,Management,security,higherstudies,Finance,no,no,Travel,Work,yes,gentle,Technical,salary,smart worker,no,no,Project Manager
7.512500000000001,94,12,3,1,8,1,no,no,no,machine learning,system designing,no,yes,medium,excellent,hacking,cloud computing,job,Web Services,yes,no,Drama,Work,yes,gentle,Management,work,hard worker,no,no,UX Designer
7.975,67,4,1,4,7,6,yes,yes,no,shell programming,data science,yes,no,medium,medium,data engineering,testing,higherstudies,Product based,yes,no,Guide,salary,no,stubborn,Technical,salary,hard worker,yes,no,Database Administrator
7.65,87,12,1,1,1,4,no,yes,yes,shell programming,web technologies,yes,no,excellent,excellent,programming,security,job,Cloud Services,no,no,Biographies,Work,yes,stubborn,Management,salary,smart worker,no,yes,Information Technology Auditor
7.5,64,10,2,0,1,4,yes,no,no,hadoop,testing,no,yes,poor,poor,networks,security,job,product development,yes,yes,Fantasy,Work,yes,gentle,Management,work,smart worker,yes,no,Database Developer
7.874999999999999,80,10,2,4,7,7,yes,yes,no,hadoop,database security,no,yes,poor,excellent,hacking,system developer,job,BPA,yes,yes,Romance,salary,yes,gentle,Technical,work,smart worker,yes,yes,Database Manager
7.4750000000000005,88,12,7,1,9,3,no,yes,no,information security,system designing,no,no,medium,excellent,IOT,testing,higherstudies,Sales and Marketing,no,yes,Cookbooks,Work,no,stubborn,Technical,work,hard worker,no,yes,Software Systems Engineer
7.75,91,9,5,1,9,4,no,yes,no,app development,hacking,yes,no,medium,medium,Computer Architecture,developer,higherstudies,SAaS services,no,yes,Self help,salary,no,stubborn,Management,salary,hard worker,yes,yes,UX Designer
7.562499999999999,93,6,3,0,1,8,no,yes,no,shell programming,database security,yes,no,excellent,excellent,parallel computing,developer,job,Web Services,no,no,Mystery,salary,yes,stubborn,Management,salary,smart worker,no,no,Solutions Architect
8.012500000000001,83,12,1,5,9,4,yes,no,no,app development,game development,no,no,poor,medium,programming,cloud computing,job,Sales and Marketing,no,yes,Horror,salary,yes,stubborn,Management,salary,hard worker,yes,yes,Project Manager
7.575,89,10,2,1,6,1,yes,no,yes,machine learning,web technologies,yes,no,poor,excellent,parallel computing,Business process analyst,higherstudies,SAaS services,no,yes,Health,Work,no,gentle,Management,salary,smart worker,no,yes,Network Engineer
8.1,62,10,8,1,6,9,yes,yes,no,information security,hacking,yes,yes,excellent,excellent,cloud computing,security,higherstudies,Finance,yes,yes,Health,salary,yes,gentle,Technical,work,hard worker,no,no,E-Commerce Analyst
7.3375,92,5,6,4,8,4,yes,yes,no,information security,database security,no,no,medium,poor,networks,testing,job,Sales and Marketing,yes,no,Anthology,Work,yes,stubborn,Management,work,smart worker,no,yes,Business Systems Analyst
7.612500000000001,66,5,8,1,7,9,no,yes,no,full stack,system designing,yes,yes,medium,medium,programming,system developer,job,Sales and Marketing,yes,yes,Childrens,salary,no,gentle,Management,salary,smart worker,no,no,E-Commerce Analyst
7.674999999999999,89,6,9,2,1,6,yes,yes,no,shell programming,system designing,yes,yes,poor,medium,IOT,Business process analyst,job,Finance,no,yes,Satire,salary,yes,stubborn,Technical,work,smart worker,no,no,Systems Security Administrator
7.300000000000001,68,6,2,0,4,3,no,no,no,app development,system designing,no,yes,medium,excellent,programming,testing,job,SAaS services,no,yes,Science,Work,yes,stubborn,Technical,salary,smart worker,yes,yes,Mobile Applications Developer
8.1125,75,11,9,1,6,7,yes,no,yes,machine learning,cloud computing,yes,no,excellent,poor,networks,security,higherstudies,SAaS services,yes,yes,Guide,salary,no,gentle,Management,work,smart worker,no,yes,Business Systems Analyst
7.987500000000001,88,4,4,0,8,6,yes,no,yes,python,hacking,no,yes,poor,poor,data engineering,system developer,job,Cloud Services,no,yes,Horror,salary,yes,stubborn,Technical,salary,smart worker,no,no,Quality Assurance Associate
7.937499999999998,63,11,2,1,7,5,yes,yes,no,machine learning,cloud computing,yes,no,excellent,poor,Software Engineering,system developer,higherstudies,Finance,no,yes,Travel,salary,no,gentle,Management,salary,hard worker,yes,no,Technical Engineer
8.4,64,6,9,1,2,5,yes,yes,no,app development,hacking,no,yes,poor,excellent,parallel computing,developer,job,Web Services,yes,no,Horror,salary,no,gentle,Management,work,hard worker,yes,no,Data Architect
7.9875,60,5,3,0,5,1,yes,no,no,hadoop,system designing,yes,yes,excellent,poor,data engineering,Business process analyst,job,Sales and Marketing,no,no,Dictionaries,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
7.875,76,4,2,5,8,3,no,no,no,r programming,data science,yes,yes,excellent,excellent,data engineering,cloud computing,higherstudies,Sales and Marketing,no,yes,Fantasy,salary,yes,stubborn,Management,work,smart worker,no,yes,CRM Technical Developer
7.537499999999999,67,7,3,5,4,9,yes,yes,no,hadoop,system designing,yes,no,excellent,poor,networks,testing,job,Product based,no,yes,Trilogy,salary,no,gentle,Management,salary,hard worker,no,yes,Database Developer
7.675,90,12,7,5,3,2,yes,no,no,hadoop,game development,no,yes,poor,poor,cloud computing,cloud computing,job,Cloud Services,no,no,Science,salary,yes,stubborn,Technical,work,hard worker,no,no,Information Security Analyst
8.2875,65,4,2,5,5,1,no,yes,yes,information security,data science,yes,no,poor,medium,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Childrens,Work,no,gentle,Technical,salary,hard worker,yes,no,Software Systems Engineer
7.8125,73,7,8,6,2,8,yes,yes,no,distro making,hacking,yes,yes,excellent,excellent,programming,security,job,BPA,yes,yes,Anthology,Work,no,stubborn,Technical,work,hard worker,yes,no,Design & UX
7.9875,84,11,6,0,6,1,yes,no,yes,full stack,data science,no,yes,medium,excellent,data engineering,Business process analyst,job,Finance,yes,no,Science,Work,yes,stubborn,Technical,work,smart worker,no,no,Database Developer
6.937500000000001,73,7,1,0,4,5,yes,yes,no,full stack,database security,no,yes,medium,poor,programming,developer,higherstudies,product development,no,no,Comics,Work,yes,gentle,Technical,work,hard worker,no,no,Systems Analyst
8.3,89,6,4,6,9,4,no,yes,yes,python,web technologies,yes,yes,medium,poor,hacking,developer,job,product development,yes,no,Religion-Spirituality,salary,no,stubborn,Technical,work,hard worker,no,no,Business Intelligence Analyst
7.550000000000001,82,6,9,3,1,6,yes,no,yes,shell programming,testing,no,no,medium,poor,parallel computing,security,job,Finance,no,no,Biographies,salary,no,stubborn,Management,work,hard worker,no,no,Software Engineer
7.775,67,4,5,2,8,9,no,no,no,hadoop,cloud computing,yes,no,poor,medium,parallel computing,testing,job,Service Based,yes,no,Mystery,salary,yes,gentle,Technical,salary,hard worker,no,yes,Network Security Administrator
7.8625,74,10,8,3,1,1,no,no,yes,hadoop,system designing,no,yes,poor,medium,Computer Architecture,developer,job,Product based,yes,yes,Biographies,salary,no,gentle,Technical,salary,hard worker,no,no,UX Designer
7.637499999999999,89,8,4,4,1,8,no,no,yes,hadoop,game development,no,no,poor,excellent,cloud computing,Business process analyst,higherstudies,Web Services,yes,no,Encyclopedias,salary,no,stubborn,Management,salary,smart worker,yes,yes,Information Security Analyst
7.925,94,11,8,4,6,4,yes,no,no,distro making,testing,no,no,poor,medium,cloud computing,Business process analyst,job,SAaS services,yes,no,Horror,Work,yes,stubborn,Management,salary,hard worker,no,yes,Software Systems Engineer
7.4375,93,8,3,6,6,5,no,yes,yes,full stack,game development,no,yes,excellent,poor,IOT,security,job,product development,no,yes,History,Work,no,stubborn,Management,work,hard worker,yes,no,Network Engineer
7.0125,65,12,9,6,3,2,yes,yes,no,hadoop,system designing,no,no,poor,poor,programming,Business process analyst,higherstudies,Finance,yes,yes,Travel,Work,no,gentle,Management,salary,smart worker,no,yes,Network Security Administrator
7.425,76,12,7,4,3,7,no,yes,no,information security,web technologies,yes,no,excellent,medium,programming,developer,job,Testing and Maintainance Services,yes,no,Biographies,salary,no,gentle,Management,work,smart worker,no,no,Programmer Analyst
7.6,64,9,3,1,2,9,yes,no,no,full stack,system designing,yes,yes,excellent,medium,cloud computing,testing,job,Testing and Maintainance Services,no,yes,Satire,Work,no,gentle,Technical,work,hard worker,no,no,Information Technology Manager
7.924999999999999,85,7,7,3,9,7,no,no,no,app development,web technologies,no,no,excellent,poor,data engineering,Business process analyst,higherstudies,Web Services,no,no,Guide,salary,yes,stubborn,Management,salary,hard worker,no,no,Web Developer
7.887499999999999,89,11,8,1,4,2,no,yes,no,information security,data science,yes,yes,medium,medium,cloud computing,Business process analyst,higherstudies,Finance,yes,yes,Guide,salary,no,gentle,Management,work,smart worker,yes,yes,Web Developer
7.425000000000001,60,12,1,6,2,5,no,no,yes,full stack,system designing,no,no,medium,poor,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Fantasy,Work,no,stubborn,Management,salary,hard worker,yes,yes,Portal Administrator
7.8375,64,7,3,0,2,9,yes,no,yes,shell programming,data science,yes,no,excellent,medium,programming,security,job,Web Services,yes,yes,Mystery,Work,yes,gentle,Management,salary,hard worker,no,no,Solutions Architect
8.475,90,12,4,1,9,8,yes,yes,no,app development,game development,yes,no,poor,medium,programming,system developer,job,Testing and Maintainance Services,yes,no,Action and Adventure,salary,yes,stubborn,Management,work,smart worker,no,no,Portal Administrator
7.7125,83,7,7,4,6,1,yes,no,yes,app development,data science,no,yes,medium,poor,IOT,developer,job,Finance,no,yes,History,salary,yes,stubborn,Technical,salary,hard worker,no,yes,Information Technology Manager
7.575,84,8,8,4,6,6,yes,no,yes,information security,data science,no,no,medium,poor,Software Engineering,system developer,job,product development,no,yes,Childrens,salary,no,stubborn,Technical,work,smart worker,yes,no,Database Administrator
7.7375,77,5,3,4,5,2,no,no,no,machine learning,database security,yes,no,poor,excellent,IOT,system developer,job,Testing and Maintainance Services,no,yes,Travel,salary,no,stubborn,Technical,work,smart worker,yes,yes,Software Developer
7.85,83,11,1,1,8,3,no,yes,no,app development,hacking,yes,yes,poor,excellent,programming,Business process analyst,higherstudies,Sales and Marketing,yes,no,Health,salary,yes,gentle,Technical,work,hard worker,yes,no,Portal Administrator
7.262499999999999,93,9,2,6,3,5,no,no,yes,r programming,database security,yes,yes,excellent,poor,networks,testing,job,Testing and Maintainance Services,yes,yes,Guide,Work,no,gentle,Management,salary,smart worker,yes,yes,Applications Developer
7.475000000000001,69,7,1,0,4,7,no,no,yes,full stack,hacking,no,yes,excellent,poor,data engineering,security,job,SAaS services,yes,yes,Health,salary,yes,stubborn,Technical,work,hard worker,no,no,Design & UX
8.1125,65,8,2,6,6,3,yes,no,yes,r programming,system designing,yes,no,excellent,medium,parallel computing,security,higherstudies,Cloud Services,yes,no,Science,salary,no,gentle,Management,salary,smart worker,no,no,Network Security Engineer
7.4624999999999995,81,5,7,0,4,3,yes,yes,no,information security,system designing,no,yes,poor,poor,programming,testing,job,Sales and Marketing,no,no,Travel,salary,no,gentle,Technical,salary,smart worker,no,yes,Solutions Architect
7.875,60,5,8,1,8,3,yes,no,yes,app development,cloud computing,yes,no,poor,excellent,cloud computing,system developer,job,Testing and Maintainance Services,yes,no,Mystery,Work,no,gentle,Management,work,smart worker,no,no,Systems Analyst
7.875,94,4,9,5,8,4,yes,yes,yes,full stack,hacking,yes,no,poor,medium,parallel computing,security,higherstudies,Product based,no,yes,Self help,salary,yes,gentle,Technical,salary,hard worker,yes,yes,UX Designer
7.887500000000001,83,4,5,5,6,4,no,no,yes,machine learning,system designing,no,yes,excellent,medium,cloud computing,Business process analyst,job,SAaS services,yes,no,Satire,Work,no,stubborn,Technical,salary,hard worker,no,yes,CRM Technical Developer
7.55,91,9,8,3,9,8,no,yes,no,python,hacking,no,yes,medium,medium,cloud computing,testing,higherstudies,Finance,no,no,History,Work,yes,gentle,Management,salary,smart worker,no,no,Technical Support
